stout-bodied short-legged omnivorous animals,"['Indonesian wild pig with enormous curved canine teeth', 'an uncastrated male hog', 'domestic swine', 'a mongrel hog with a thin body and long legs and a ridged back; a wild or semi-wild descendant of improved breeds; found chiefly in the southeastern United States', 'an adult female hog', 'African wild swine with warty protuberances on the face and large protruding tusks', 'Old World wild swine having a narrow body and prominent tusks from which most domestic swine come; introduced in United States']"
any of various cud-chewing hoofed mammals having a stomach divided into four (occasionally three) compartments,"['hollow-horned ruminants', 'very small hornless deer-like ruminant of tropical Asia and west Africa', ""distinguished from Bovidae by the male's having solid deciduous antlers"", 'tallest living quadruped; having a spotted coat and small horns and very long neck and legs; of savannahs of tropical Africa', 'a usually horned animal that has either shed its horns or had them removed', 'fleet antelope-like ruminant of western North American plains with small branched horns']"
hollow-horned ruminants,"['graceful Old World ruminant with long legs and horns directed upward and backward; includes gazelles; springboks; impalas; addax; gerenuks; blackbucks; dik-diks', 'any of several large humped bovids having shaggy manes and large heads and short horns', 'any of various members of the genus Bos', 'cow-like creature with the glossy coat of a horse and the agility of a goat and the long horns of an antelope; characterized as a cow that lives the life of a goat', 'any of numerous agile ruminants related to sheep but having a beard and straight horns', 'bovid related to goats but having antelope-like features: mountain goats; gorals; serows; chamois; gnu goats', 'large shaggy-coated bovid mammal of Canada and Greenland; intermediate in size and anatomy between an ox and a sheep', 'any of several Old World animals resembling oxen including, e.g., water buffalo; Cape buffalo', 'woolly usually horned ruminant mammal related to the goat', 'undomesticated sheep']"
any of various wild bovines especially of the genera Bos or closely related Bibos,"['genus of Asiatic wild oxen', 'large recently extinct long-horned European wild ox; considered one of the ancestors of domestic cattle', 'wild ox of the Malay Archipelago', 'large long-haired wild ox of Tibet often domesticated']"
domesticated bovine animals as a group regardless of sex or age; ; ; - Bible,"['tall large-horned humped cattle of South Africa; used for meat or draft', 'cattle that are reared for their meat', 'uncastrated adult male of domestic cattle', 'castrated bull', 'female of domestic cattle:', 'cattle that are reared for their milk', 'red dual-purpose cattle of English origin', 'a variety of cattle produced by crossbreeding with a superior breed', 'an adult castrated bull of the genus Bos; especially Bos taurus', 'hornless short-haired breed of beef and dairy cattle', 'yearling heifer or bullock', 'a breed of dual-purpose cattle developed in Wales']"
cattle that are reared for their meat,"['black hornless breed from Scotland', 'hardy breed of cattle resulting from crossing domestic cattle with the American buffalo; yields leaner beef than conventional breeds', 'large white or cream-colored breed from France', 'English breed of short-horned cattle', 'breed of hardy black chiefly beef cattle native to Scotland', 'hardy English breed of dairy cattle raised extensively in United States', 'long-horned beef cattle formerly common in southwestern United States', 'Brahman and shorthorn crossbreed of red cattle; hardy in hot regions']"
cattle that are reared for their milk,"['hardy breed of dairy cattle from Ayr, Scotland', 'large hardy brown breed of dairy cattle from Switzerland', 'a breed of dairy cattle from northern Holland', 'breed of dairy cattle from the island of Guernsey', 'a breed of diary cattle developed on the island of Jersey', 'breed evolved from shorthorn beef cattle']"
"any of several Old World animals resembling oxen including, e.g., water buffalo; Cape buffalo","['small buffalo of the Celebes having small straight horns', 'large often savage buffalo of southern Africa having upward-curving horns; mostly in game reserves', 'small buffalo of Mindoro in the Philippines', 'an Asian buffalo that is often domesticated for use as a draft animal']"
woolly usually horned ruminant mammal related to the goat,"['sheep with a black coat', 'any of various breeds raised for wool or edible meat or skin', 'female sheep', 'uncastrated adult male sheep', 'male sheep especially a castrated one']"
young sheep,"[""child's word for a sheep or lamb"", 'a sheep up to the age of one year; one yet to be sheared', 'a very young lamb', 'a karakul lamb', 'two-year-old sheep']"
any of various breeds raised for wool or edible meat or skin,"['hardy coarse-haired sheep of central Asia; lambs are valued for their soft curly black fur', 'hardy hornless sheep of the Cheviot Hills noted for its short thick wool', 'sheep with long wool originating in the Cotswold Hills', 'horned sheep of Devon; valued for mutton', 'British breed of hornless dark-faced domestic sheep', 'long-wooled mutton sheep originally from Lincolnshire', 'a domestic long-wool sheep', 'white sheep originating in Spain and producing a heavy fleece of exceptional quality', 'hardy sheep developed from the merino producing both good mutton and fine wool']"
