software,['hardware']
'a fully compiled or assembled program ready to be loaded into the computer' – ,"[""'a program written in a language from which statements are translated into machine language' – ""]"
object_program,['source_program']
'a program written in a language from which statements are translated into machine language' – ,"[""'a fully compiled or assembled program ready to be loaded into the computer' – ""]"
source_program,['object_program']
'an inoffensive or indirect expression that is substituted for one that is considered offensive or too harsh' – ,"[""'an offensive or disparaging expression that is substituted for an inoffensive one' – his favorite dysphemism was to ask for axle grease when he wanted butter""]"
euphemism,['dysphemism']
'an offensive or disparaging expression that is substituted for an inoffensive one' – his favorite dysphemism was to ask for axle grease when he wanted butter,"[""'an inoffensive or indirect expression that is substituted for one that is considered offensive or too harsh' – ""]"
dysphemism,['euphemism']
'mail that is sent by air transport' – ,"[""'mail that is sent by land or sea' – ""]"
air_mail,['surface_mail']
'mail that is sent by land or sea' – ,"[""'mail that is sent by air transport' – ""]"
surface_mail,['air_mail']
'kindness in welcoming guests or strangers' – ,"[""'unkind and inconsiderate welcome' – he was taken aback by such inhospitality""]"
hospitality,['inhospitality']
'unkind and inconsiderate welcome' – he was taken aback by such inhospitality,"[""'kindness in welcoming guests or strangers' – ""]"
inhospitality,['hospitality']
'an argument in favor of a proposal' – ,"[""'an argument opposed to a proposal' – ""]"
pro,['con']
'an argument opposed to a proposal' – ,"[""'an argument in favor of a proposal' – ""]"
con,['pro']
'a policy of intervening in the affairs of other countries' – ,"[""'a foreign policy of staying out of other countries' disputes' – ""]"
intervention,['nonintervention']
'a policy of intervening in the affairs of other countries' – ,"[""'a foreign policy of staying out of other countries' disputes' – ""]"
interference,['noninterference']
'a foreign policy of staying out of other countries' disputes' – ,"[""'a policy of intervening in the affairs of other countries' – ""]"
nonintervention,['intervention']
'a foreign policy of staying out of other countries' disputes' – ,"[""'a policy of intervening in the affairs of other countries' – ""]"
noninterference,['interference']
'a message expressing a favorable opinion' – words of approval seldom passed his lips,"[""'the expression of disapproval' – ""]"
approval,['disapproval']
'official recognition or approval' – ,"[""'an expression of strong disapproval; pronouncing as wrong or morally culpable' – his uncompromising condemnation of racism""]"
approbation,['disapprobation']
'the expression of approval and support' – ,"[""'the expression of opposition and disapproval' – ""]"
encouragement,['discouragement']
'the expression of disapproval' – ,"[""'a message expressing a favorable opinion' – words of approval seldom passed his lips""]"
disapproval,['approval']
'an expression of strong disapproval; pronouncing as wrong or morally culpable' – his uncompromising condemnation of racism,"[""'official recognition or approval' – ""]"
disapprobation,['approbation']
'a true statement' – he told the truth · he thought of answering with the truth but he knew they wouldn't believe it,"[""'a false statement' – ""]"
truth,['falsehood']
'evidence (usually the testimony of a witness) directly related to the fact in dispute' – ,"[""'evidence providing only a basis for inference about the fact in dispute' – ""]"
direct_evidence,['circumstantial_evidence']
'evidence providing only a basis for inference about the fact in dispute' – ,"[""'evidence (usually the testimony of a witness) directly related to the fact in dispute' – ""]"
circumstantial_evidence,['direct_evidence']
'(logic) a proposition that asserts something about some (but not all) members of a class' – ,"[""'(logic) a proposition that asserts something of all members of a class' – ""]"
particular,['universal']
'(logic) a proposition that asserts something about some (but not all) members of a class' – ,"[""'(logic) a proposition that asserts something of all members of a class' – ""]"
particular_proposition,['universal_proposition']
'(logic) a proposition that asserts something of all members of a class' – ,"[""'(logic) a proposition that asserts something about some (but not all) members of a class' – ""]"
universal,['particular']
'(logic) a proposition that asserts something of all members of a class' – ,"[""'(logic) a proposition that asserts something about some (but not all) members of a class' – ""]"
universal_proposition,['particular_proposition']
'a categorematic expression; a term capable of standing alone as the subject or predicate of a logical proposition' – names are called categorems,"[""'a syncategorematic expression; a word that cannot be used alone as a term in a logical proposition' – logical quantifiers, adverbs, prepositions, and conjunctions are called syncategoremes""]"
categorem,['syncategorem']
'a categorematic expression; a term capable of standing alone as the subject or predicate of a logical proposition' – names are called categorems,"[""'a syncategorematic expression; a word that cannot be used alone as a term in a logical proposition' – logical quantifiers, adverbs, prepositions, and conjunctions are called syncategoremes""]"
categoreme,['syncategoreme']
"'a syncategorematic expression; a word that cannot be used alone as a term in a logical proposition' – logical quantifiers, adverbs, prepositions, and conjunctions are called syncategoremes","[""'a categorematic expression; a term capable of standing alone as the subject or predicate of a logical proposition' – names are called categorems""]"
syncategorem,['categorem']
"'a syncategorematic expression; a word that cannot be used alone as a term in a logical proposition' – logical quantifiers, adverbs, prepositions, and conjunctions are called syncategoremes","[""'a categorematic expression; a term capable of standing alone as the subject or predicate of a logical proposition' – names are called categorems""]"
syncategoreme,['categoreme']
'a false statement' – ,"[""'a true statement' – he told the truth · he thought of answering with the truth but he knew they wouldn't believe it""]"
falsehood,['truth']
'making to seem more important than it really is' – ,"[""'a statement that is restrained in ironic contrast to what might have been said' – ""]"
overstatement,['understatement']
'a statement that is restrained in ironic contrast to what might have been said' – ,"[""'making to seem more important than it really is' – ""]"
understatement,['overstatement']
'(medicine) a reason to prescribe a drug or perform a procedure' – the presence of bacterial infection was an indication for the use of antibiotics,"[""'(medicine) a reason that makes it inadvisable to prescribe a particular drug or employ a particular procedure or treatment' – ""]"
indication,['contraindication']
'(medicine) a reason that makes it inadvisable to prescribe a particular drug or employ a particular procedure or treatment' – ,"[""'(medicine) a reason to prescribe a drug or perform a procedure' – the presence of bacterial infection was an indication for the use of antibiotics""]"
contraindication,['indication']
"'one of the symbols 1,2,3,4,5,6,7,8,9,0' – ","[""'a symbol in the old Roman notation; I,V,X,L,C,D,M represent 1,5,10,50,100,500,1000 respectively in Arabic notation' – ""]"
Arabic_numeral,['Roman_numeral']
"'a symbol in the old Roman notation; I,V,X,L,C,D,M represent 1,5,10,50,100,500,1000 respectively in Arabic notation' – ","[""'one of the symbols 1,2,3,4,5,6,7,8,9,0' – ""]"
Roman_numeral,['Arabic_numeral']
'a character or symbol set or printed or written above and immediately to one side of another character' – ,"[""'a character or symbol set or printed or written beneath or slightly below and to the side of another character' – ""]"
superscript,['subscript']
'a character or symbol set or printed or written beneath or slightly below and to the side of another character' – ,"[""'a character or symbol set or printed or written above and immediately to one side of another character' – ""]"
subscript,['superscript']
'one of the large alphabetic characters used as the first letter in writing or printing proper names and sometimes for emphasis' – printers once kept the type for capitals and for small letters in separate cases; capitals were kept in the upper half of the type case and so became known as upper-case letters,"[""'the characters that were once kept in bottom half of a compositor's type case' – ""]"
uppercase,['lowercase']
'the characters that were once kept in bottom half of a compositor's type case' – ,"[""'one of the large alphabetic characters used as the first letter in writing or printing proper names and sometimes for emphasis' – printers once kept the type for capitals and for small letters in separate cases; capitals were kept in the upper half of the type case and so became known as upper-case letters""]"
lowercase,['uppercase']
'a typeface is which each character is given the same width (as by a typewriter)' – ,"[""'any font whose different characters have different widths' – ""]"
fixed-width_font,['proportional_font']
'any font whose different characters have different widths' – ,"[""'a typeface is which each character is given the same width (as by a typewriter)' – ""]"
proportional_font,['fixed-width_font']
'a typeface (based on an 18th century design by Gianbattista Bodoni) distinguished by regular shape and hairline serifs and heavy downstrokes' – ,"[""'a typeface (based on an 18th century design) distinguished by irregularity and slanted ascender serifs and little contrast between light and heavy strokes' – ""]"
modern,['old_style']
'a typeface (based on an 18th century design) distinguished by irregularity and slanted ascender serifs and little contrast between light and heavy strokes' – ,"[""'a typeface (based on an 18th century design by Gianbattista Bodoni) distinguished by regular shape and hairline serifs and heavy downstrokes' – ""]"
old_style,['modern']
'any of 24 major or minor diatonic scales that provide the tonal framework for a piece of music' – ,"[""'the absence of a key; alternative to the diatonic system' – ""]"
tonality,['atonality']
'the absence of a key; alternative to the diatonic system' – ,"[""'any of 24 major or minor diatonic scales that provide the tonal framework for a piece of music' – ""]"
atonality,['tonality']
'a language that is deliberately created for a specific purpose' – ,"[""'a human written or spoken language used by a community; opposed to e.g. a computer language' – ""]"
artificial_language,['natural_language']
'a programming language whose expressions are assembled in more than one dimension' – ,"[""'a programming language whose expressions are represented by strings of characters' – ""]"
multidimensional_language,['one-dimensional_language']
'a programming language whose expressions are represented by strings of characters' – ,"[""'a programming language whose expressions are assembled in more than one dimension' – ""]"
one-dimensional_language,['multidimensional_language']
'a language that cannot be used as its own metalanguage' – ,"[""'a programming language that (like natural language) can be used as its own metalanguage' – ""]"
stratified_language,['unstratified_language']
'a programming language that (like natural language) can be used as its own metalanguage' – ,"[""'a language that cannot be used as its own metalanguage' – ""]"
unstratified_language,['stratified_language']
'a human written or spoken language used by a community; opposed to e.g. a computer language' – ,"[""'a language that is deliberately created for a specific purpose' – ""]"
natural_language,['artificial_language']
'light and humorous drama with a happy ending' – ,"[""'drama in which the protagonist is overcome by some superior force or circumstance; excites terror or pity' – ""]"
comedy,['tragedy']
'drama in which the protagonist is overcome by some superior force or circumstance; excites terror or pity' – ,"[""'light and humorous drama with a happy ending' – ""]"
tragedy,['comedy']
'music consisting of a single vocal part (usually with accompaniment)' – ,"[""'music arranged in parts for several voices or instruments' – ""]"
monophony,['polyphony']
'music consisting of a single vocal part (usually with accompaniment)' – ,"[""'music arranged in parts for several voices or instruments' – ""]"
monophonic_music,['polyphonic_music']
'music arranged in parts for several voices or instruments' – ,"[""'music consisting of a single vocal part (usually with accompaniment)' – ""]"
polyphony,['monophony']
'music arranged in parts for several voices or instruments' – ,"[""'music consisting of a single vocal part (usually with accompaniment)' – ""]"
polyphonic_music,['monophonic_music']
'(music) a note that produces a dissonant chord is first heard in a consonant chord' – the resolution of one dissonance is often the preparation for another dissonance,"[""'(music) a dissonant chord is followed by a consonant chord' – ""]"
preparation,['resolution']
'(music) a dissonant chord is followed by a consonant chord' – ,"[""'(music) a note that produces a dissonant chord is first heard in a consonant chord' – the resolution of one dissonance is often the preparation for another dissonance""]"
resolution,['preparation']
'the statement of a theme in notes of greater duration (usually twice the length of the original)' – ,"[""'the statement of a theme in notes of lesser duration (usually half the length of the original)' – ""]"
augmentation,['diminution']
'the statement of a theme in notes of lesser duration (usually half the length of the original)' – ,"[""'the statement of a theme in notes of greater duration (usually twice the length of the original)' – ""]"
diminution,['augmentation']
'a neatly short and concise expressive style' – ,"[""'an expressive style that uses excessive or empty words' – ""]"
terseness,['verboseness']
'an expressive style that uses excessive or empty words' – ,"[""'a neatly short and concise expressive style' – ""]"
verboseness,['terseness']
'a speech sound made with the vocal tract open' – ,"[""'a speech sound that is not a vowel' – ""]"
vowel,['consonant']
'a speech sound that is not a vowel' – ,"[""'a speech sound made with the vocal tract open' – ""]"
consonant,['vowel']
'a consonant produced by stopping the flow of air at some point and suddenly releasing it' – his stop consonants are too aspirated,"[""'consonant articulated by constricting (but not closing) the vocal tract' – ""]"
stop_consonant,['continuant_consonant']
'consonant articulated by constricting (but not closing) the vocal tract' – ,"[""'a consonant produced by stopping the flow of air at some point and suddenly releasing it' – his stop consonants are too aspirated""]"
continuant_consonant,['stop_consonant']
"'a report of a discourse in which deictic terms are modified appropriately (e.g., )' – he said `I am a fool' would be modified to `he said he is a fool'","[""'a report of the exact words used in a discourse (e.g., )' – he said `I am a fool'""]"
indirect_discourse,['direct_discourse']
"'a report of the exact words used in a discourse (e.g., )' – he said `I am a fool'","[""'a report of a discourse in which deictic terms are modified appropriately (e.g., )' – he said `I am a fool' would be modified to `he said he is a fool'""]"
direct_discourse,['indirect_discourse']
'the verbal act of agreeing' – ,"[""'the speech act of disagreeing or arguing or disputing' – ""]"
agreement,['disagreement']
'the speech act of disagreeing or arguing or disputing' – ,"[""'the verbal act of agreeing' – ""]"
disagreement,['agreement']
'an instance of questioning' – there was a question about my training · we made inquiries of all those who were present,"[""'the speech act of replying to a question' – ""]"
question,['answer']
'the speech act of replying to a question' – ,"[""'an instance of questioning' – there was a question about my training · we made inquiries of all those who were present""]"
answer,['question']
'a reply of affirmation' – he answered in the affirmative,"[""'a reply of denial' – he answered in the negative""]"
affirmative,['negative']
'an affirmative' – I was hoping for a yes,"[""'a negative' – his no was loud and clear""]"
yes,['no']
'an affirmative' – The yeas have it,"[""'a negative' – the nays have it""]"
yea,['nay']
'a reply of denial' – he answered in the negative,"[""'a reply of affirmation' – he answered in the affirmative""]"
negative,['affirmative']
'a negative' – his no was loud and clear,"[""'an affirmative' – I was hoping for a yes""]"
no,['yes']
'a negative' – the nays have it,"[""'an affirmative' – The yeas have it""]"
nay,['yea']
'the act of persuading (or attempting to persuade); communication intended to induce belief or action' – ,"[""'persuading not to do or believe something; talking someone out of a belief or an intended course of action' – ""]"
persuasion,['dissuasion']
'persuading not to do or believe something; talking someone out of a belief or an intended course of action' – ,"[""'the act of persuading (or attempting to persuade); communication intended to induce belief or action' – ""]"
dissuasion,['persuasion']
'the expression of opposition and disapproval' – ,"[""'the expression of approval and support' – ""]"
discouragement,['encouragement']
'the event consisting of the start of something' – the beginning of the war,"[""'event whose occurrence ends something' – his death marked the ending of an era · when these final episodes are broadcast it will be the finish of the show""]"
beginning,['ending']
'event whose occurrence ends something' – his death marked the ending of an era · when these final episodes are broadcast it will be the finish of the show,"[""'the event consisting of the start of something' – the beginning of the war""]"
ending,['beginning']
'some event that causes someone to be embarrassed' – the outcome of the vote was an embarrassment for the liberals,"[""'something that extricates you from embarrassment' – ""]"
embarrassment,['disembarrassment']
'something that extricates you from embarrassment' – ,"[""'some event that causes someone to be embarrassed' – the outcome of the vote was an embarrassment for the liberals""]"
disembarrassment,['embarrassment']
'an event that does not accomplish its intended purpose' – the surprise party was a complete failure,"[""'an event that accomplishes its intended purpose' – let's call heads a success and tails a failure · the election was a remarkable success for the Whigs""]"
failure,['success']
'an event that accomplishes its intended purpose' – let's call heads a success and tails a failure · the election was a remarkable success for the Whigs,"[""'an event that does not accomplish its intended purpose' – the surprise party was a complete failure""]"
success,['failure']
'the event of being born' – they celebrated the birth of their first child,"[""'the event of dying or departure from life' – her death came as a terrible shock · upon your decease the capital will pass to your grandchildren""]"
birth,['death']
'the birth of a living fetus (regardless of the length of gestation)' – ,"[""'a natural loss of the products of conception' – ""]"
live_birth,['stillbirth']
'the event of coming into sight' – ,"[""'the event of passing out of sight' – ""]"
appearance,['disappearance']
'(astronomy) the reappearance of a celestial body after an eclipse' – ,"[""'(astronomy) the disappearance of a celestial body prior to an eclipse' – ""]"
egress,['ingress']
'(astronomy) the reappearance of a celestial body after an eclipse' – ,"[""'(astronomy) the disappearance of a celestial body prior to an eclipse' – ""]"
emersion,['immersion']
'(astronomy) the disappearance of a celestial body prior to an eclipse' – ,"[""'(astronomy) the reappearance of a celestial body after an eclipse' – ""]"
ingress,['egress']
'(astronomy) the disappearance of a celestial body prior to an eclipse' – ,"[""'(astronomy) the reappearance of a celestial body after an eclipse' – ""]"
immersion,['emersion']
'a growth in strength or number or importance' – ,"[""'a sudden decline in strength or number or importance' – the fall of the House of Hapsburg""]"
rise,['fall']
'the event of passing out of sight' – ,"[""'the event of coming into sight' – ""]"
disappearance,['appearance']
'the event of dying or departure from life' – her death came as a terrible shock · upon your decease the capital will pass to your grandchildren,"[""'the event of being born' – they celebrated the birth of their first child""]"
death,['birth']
'a change downward' – there was a decrease in his temperature as the fever subsided · there was a sharp drop-off in sales,"[""'a change resulting in an increase' – the increase is scheduled for next month""]"
decrease,['increase']
'a change resulting in an increase' – the increase is scheduled for next month,"[""'a change downward' – there was a decrease in his temperature as the fever subsided · there was a sharp drop-off in sales""]"
increase,['decrease']
'movement downward resulting from gravitational attraction' – irrigation by gravitation rather than by pumps,"[""'movement upward in virtue of lightness' – ""]"
gravitation,['levitation']
'movement upward in virtue of lightness' – ,"[""'movement downward resulting from gravitational attraction' – irrigation by gravitation rather than by pumps""]"
levitation,['gravitation']
'a movement downward' – the rise and fall of the tides,"[""'a movement upward' – they cheered the rise of the hot-air balloon""]"
fall,['rise']
'the tide when the water is highest' – ,"[""'the lowest (farthest) ebb of the tide' – ""]"
high_tide,['low_tide']
'the lowest (farthest) ebb of the tide' – ,"[""'the tide when the water is highest' – ""]"
low_tide,['high_tide']
'the tide while water is flowing out' – ,"[""'the occurrence of incoming water (between a low tide and the following high tide);  -Shakespeare' – a tide in the affairs of men which, taken at the flood, leads on to fortune""]"
ebbtide,['flood_tide']
"'the occurrence of incoming water (between a low tide and the following high tide);  -Shakespeare' – a tide in the affairs of men which, taken at the flood, leads on to fortune","[""'the tide while water is flowing out' – ""]"
flood_tide,['ebbtide']
'a less than average tide occurring at the first and third quarters of the moon' – ,"[""'a greater than average tide occurring during the new and full moons' – ""]"
neap_tide,['springtide']
'a greater than average tide occurring during the new and full moons' – ,"[""'a less than average tide occurring at the first and third quarters of the moon' – ""]"
springtide,['neap_tide']
'a gradual increase in magnitude or extent' – the waxing of the moon,"[""'a gradual decrease in magnitude or extent' – the waning of his enthusiasm was obvious · the waxing and waning of the moon""]"
waxing,['waning']
'a gradual decrease in magnitude or extent' – the waning of his enthusiasm was obvious · the waxing and waning of the moon,"[""'a gradual increase in magnitude or extent' – the waxing of the moon""]"
waning,['waxing']
'becoming stronger' – ,"[""'becoming weaker' – ""]"
strengthening,['weakening']
'becoming weaker' – ,"[""'becoming stronger' – ""]"
weakening,['strengthening']
'a sudden decline in strength or number or importance' – the fall of the House of Hapsburg,"[""'a growth in strength or number or importance' – ""]"
fall,['rise']
'fertilization by the union of male and female gametes from different individual of the same species' – ,"[""'fertilization by the union of male and female gametes from the same individual' – ""]"
cross-fertilization,['self-fertilization']
'cross-fertilization in plants' – ,"[""'self-fertilization in plants' – ""]"
allogamy,['autogamy']
'fertilization by the union of male and female gametes from the same individual' – ,"[""'fertilization by the union of male and female gametes from different individual of the same species' – ""]"
self-fertilization,['cross-fertilization']
'self-fertilization in plants' – ,"[""'cross-fertilization in plants' – ""]"
autogamy,['allogamy']
'fertilization by transfer of pollen from the anthers of one flower to the stigma of another' – ,"[""'fertilization by transfer of pollen from the anthers to the stigma of the same flower' – ""]"
cross-pollination,['self-pollination']
'fertilization by transfer of pollen from the anthers to the stigma of the same flower' – ,"[""'fertilization by transfer of pollen from the anthers of one flower to the stigma of another' – ""]"
self-pollination,['cross-pollination']
'rotation to the right' – ,"[""'rotation to the left' – ""]"
dextrorotation,['levorotation']
'rotation to the left' – ,"[""'rotation to the right' – ""]"
levorotation,['dextrorotation']
'a movement upward' – they cheered the rise of the hot-air balloon,"[""'a movement downward' – the rise and fall of the tides""]"
rise,['fall']
'a successful ending of a struggle or contest' – a narrow victory · the general always gets credit for his army's victory · clinched a victory · convincing victory · the agreement was a triumph for common sense,"[""'an unsuccessful ending to a struggle or contest' – it was a narrow defeat · the army's only defeat · they suffered a convincing licking""]"
victory,['defeat']
'an unsuccessful ending to a struggle or contest' – it was a narrow defeat · the army's only defeat · they suffered a convincing licking,"[""'a successful ending of a struggle or contest' – a narrow victory · the general always gets credit for his army's victory · clinched a victory · convincing victory · the agreement was a triumph for common sense""]"
defeat,['victory']
'a desire for heterosexual intimacy' – ,"[""'decline or absence of sexual desire' – ""]"
aphrodisia,['anaphrodisia']
'decline or absence of sexual desire' – ,"[""'a desire for heterosexual intimacy' – ""]"
anaphrodisia,['aphrodisia']
'a fundamental feeling that is hard to define but that people desire to experience' – he was tingling with pleasure,"[""'emotional distress; a fundamental feeling that people try to avoid' – the pain of loneliness""]"
pleasure,['pain']
'the feeling caused by agreeable stimuli; one pole of a continuum of states of feeling' – ,"[""'the feeling caused by disagreeable stimuli; one pole of a continuum of states of feeling' – ""]"
pleasantness,['unpleasantness']
'emotional distress; a fundamental feeling that people try to avoid' – the pain of loneliness,"[""'a fundamental feeling that is hard to define but that people desire to experience' – he was tingling with pleasure""]"
pain,['pleasure']
'the feeling caused by disagreeable stimuli; one pole of a continuum of states of feeling' – ,"[""'the feeling caused by agreeable stimuli; one pole of a continuum of states of feeling' – ""]"
unpleasantness,['pleasantness']
'a feeling of pleasure and enjoyment' – I've always had a liking for reading · she developed a liking for gin,"[""'a feeling of aversion or antipathy' – my dislike of him was instinctive""]"
liking,['dislike']
'that toward which you are inclined to feel a liking' – her inclination is for classical music,"[""'that toward which you are inclined to feel dislike' – his disinclination for modesty is well known""]"
inclination,['disinclination']
'a feeling of liking for another person; enjoyment in their company' – ,"[""'dislike experienced as an absence of friendliness' – ""]"
friendliness,['unfriendliness']
"'a feeling of liking something or someone good' – although she fussed at them, she secretly viewed all her children with approval","[""'a feeling of disliking something or what someone is doing' – ""]"
approval,['disapproval']
'admiration for Britain and British customs' – ,"[""'dislike (or fear) of Britain and British customs' – ""]"
Anglophilia,['Anglophobia']
'admiration for women' – ,"[""'hatred of women' – ""]"
philogyny,['misogyny']
'a feeling of aversion or antipathy' – my dislike of him was instinctive,"[""'a feeling of pleasure and enjoyment' – I've always had a liking for reading · she developed a liking for gin""]"
dislike,['liking']
'that toward which you are inclined to feel dislike' – his disinclination for modesty is well known,"[""'that toward which you are inclined to feel a liking' – her inclination is for classical music""]"
disinclination,['inclination']
'dislike (or fear) of Britain and British customs' – ,"[""'admiration for Britain and British customs' – ""]"
Anglophobia,['Anglophilia']
'dislike experienced as an absence of friendliness' – ,"[""'a feeling of liking for another person; enjoyment in their company' – ""]"
unfriendliness,['friendliness']
'a feeling of disliking something or what someone is doing' – ,"[""'a feeling of liking something or someone good' – although she fussed at them, she secretly viewed all her children with approval""]"
disapproval,['approval']
'a feeling of thankfulness and appreciation' – he was overwhelmed with gratitude for their help,"[""'a lack of gratitude' – ""]"
gratitude,['ingratitude']
'a lack of gratitude' – ,"[""'a feeling of thankfulness and appreciation' – he was overwhelmed with gratitude for their help""]"
ingratitude,['gratitude']
'a feeling of sympathy for someone or something' – She felt strong concern for those less fortunate,"[""'a feeling of lack of concern' – ""]"
concern,['unconcern']
'a feeling of lack of concern' – ,"[""'a feeling of sympathy for someone or something' – She felt strong concern for those less fortunate""]"
unconcern,['concern']
'a feeling of self-respect and personal worth' – ,"[""'a humble feeling' – he was filled with humility at the sight of the Pope""]"
pride,['humility']
'a humble feeling' – he was filled with humility at the sight of the Pope,"[""'a feeling of self-respect and personal worth' – ""]"
humility,['pride']
'feeling an inappropriate lack of seriousness' – ,"[""'a solemn and dignified feeling' – ""]"
levity,['gravity']
'a solemn and dignified feeling' – ,"[""'feeling an inappropriate lack of seriousness' – ""]"
gravity,['levity']
'the feeling of being agitated; not calm' – ,"[""'a feeling of calm; an absence of agitation or excitement' – ""]"
agitation,['calmness']
'a feeling of calm; an absence of agitation or excitement' – ,"[""'the feeling of being agitated; not calm' – ""]"
calmness,['agitation']
'an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)' – ,"[""'feeling no fear' – ""]"
fear,['fearlessness']
'lack of self-confidence' – ,"[""'a feeling of trust (in someone or something)' – I have confidence in our team · confidence is always borrowed, never owned""]"
diffidence,['confidence']
'feeling no fear' – ,"[""'an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)' – ""]"
fearlessness,['fear']
"'a feeling of trust (in someone or something)' – I have confidence in our team · confidence is always borrowed, never owned","[""'lack of self-confidence' – ""]"
confidence,['diffidence']
'emotions experienced when in a state of well-being' – ,"[""'emotions experienced when not in a state of well-being' – ""]"
happiness,['sadness']
'the emotion of great happiness' – ,"[""'an emotion of great sadness associated with loss or bereavement' – he tried to express his sorrow at her loss""]"
joy,['sorrow']
'a feeling of great (usually exaggerated) elation' – ,"[""'abnormal depression and discontent' – ""]"
euphoria,['dysphoria']
'a feeling of spontaneous good spirits' – his cheerfulness made everyone feel better,"[""'a feeling of dreary or pessimistic sadness' – ""]"
cheerfulness,['cheerlessness']
'happiness with one's situation in life' – ,"[""'a longing for something better than the present situation' – ""]"
contentment,['discontentment']
"'the contentment one feels when one has fulfilled a desire, need, or expectation' – the chef tasted the sauce with great satisfaction","[""'the feeling of being displeased and discontent' – he was never slow to express his dissatisfaction with the service he received""]"
satisfaction,['dissatisfaction']
'emotions experienced when not in a state of well-being' – ,"[""'emotions experienced when in a state of well-being' – ""]"
sadness,['happiness']
'an emotion of great sadness associated with loss or bereavement' – he tried to express his sorrow at her loss,"[""'the emotion of great happiness' – ""]"
sorrow,['joy']
'a feeling of dreary or pessimistic sadness' – ,"[""'a feeling of spontaneous good spirits' – his cheerfulness made everyone feel better""]"
cheerlessness,['cheerfulness']
'a longing for something better than the present situation' – ,"[""'happiness with one's situation in life' – ""]"
discontentment,['contentment']
'abnormal depression and discontent' – ,"[""'a feeling of great (usually exaggerated) elation' – ""]"
dysphoria,['euphoria']
'the feeling of being displeased and discontent' – he was never slow to express his dissatisfaction with the service he received,"[""'the contentment one feels when one has fulfilled a desire, need, or expectation' – the chef tasted the sauce with great satisfaction""]"
dissatisfaction,['satisfaction']
'the general feeling that some desire will be fulfilled' – in spite of his troubles he never gave up hope,"[""'the feeling that everything is wrong and nothing will turn out well' – they moaned in despair and dismay · one harsh word would send her into the depths of despair""]"
hope,['despair']
'the feeling you have when you have hope' – ,"[""'the despair you feel when you have abandoned hope of comfort or success' – ""]"
hopefulness,['hopelessness']
'the optimistic feeling that all is going to turn out well' – ,"[""'the feeling that things will turn out badly' – ""]"
optimism,['pessimism']
'the feeling that everything is wrong and nothing will turn out well' – they moaned in despair and dismay · one harsh word would send her into the depths of despair,"[""'the general feeling that some desire will be fulfilled' – in spite of his troubles he never gave up hope""]"
despair,['hope']
'the despair you feel when you have abandoned hope of comfort or success' – ,"[""'the feeling you have when you have hope' – ""]"
hopelessness,['hopefulness']
'the feeling that things will turn out badly' – ,"[""'the optimistic feeling that all is going to turn out well' – ""]"
pessimism,['optimism']
'a strong positive emotion of regard and affection' – his love for his work · children need a lot of love,"[""'the emotion of intense dislike; a feeling of dislike so strong that it demands action' – ""]"
love,['hate']
'disposition to do good' – ,"[""'wishing evil to others' – ""]"
benevolence,['malevolence']
'doing good; feeling beneficent' – ,"[""'doing or causing evil' – ""]"
beneficence,['maleficence']
'the emotion of intense dislike; a feeling of dislike so strong that it demands action' – ,"[""'a strong positive emotion of regard and affection' – his love for his work · children need a lot of love""]"
hate,['love']
'hatred of women' – ,"[""'admiration for women' – ""]"
misogyny,['philogyny']
'wishing evil to others' – ,"[""'disposition to do good' – ""]"
malevolence,['benevolence']
'doing or causing evil' – ,"[""'doing good; feeling beneficent' – ""]"
maleficence,['beneficence']
'a cheerful and agreeable mood' – ,"[""'an angry and disagreeable mood' – ""]"
good_humor,['ill_humor']
'an angry and disagreeable mood' – ,"[""'a cheerful and agreeable mood' – ""]"
ill_humor,['good_humor']
'an apple used primarily for eating raw without cooking' – ,"[""'an apple used primarily in cooking for pies and applesauce etc' – ""]"
eating_apple,['cooking_apple']
'an apple used primarily in cooking for pies and applesauce etc' – ,"[""'an apple used primarily for eating raw without cooking' – ""]"
cooking_apple,['eating_apple']
'milk from which the cream has been skimmed' – ,"[""'milk from which no constituent (such as fat) has been removed' – ""]"
skim_milk,['whole_milk']
'milk from which no constituent (such as fat) has been removed' – ,"[""'milk from which the cream has been skimmed' – ""]"
whole_milk,['skim_milk']
'a wine that is a blend of several varieties of grapes with no one grape predominating; a wine that does not carry the name of any specific grape' – ,"[""'a wine made principally from one grape and carrying the name of that grape' – ""]"
generic,['varietal']
'a wine that is a blend of several varieties of grapes with no one grape predominating; a wine that does not carry the name of any specific grape' – ,"[""'a wine made principally from one grape and carrying the name of that grape' – ""]"
generic_wine,['varietal_wine']
'a wine made principally from one grape and carrying the name of that grape' – ,"[""'a wine that is a blend of several varieties of grapes with no one grape predominating; a wine that does not carry the name of any specific grape' – ""]"
varietal,['generic']
'a wine made principally from one grape and carrying the name of that grape' – ,"[""'a wine that is a blend of several varieties of grapes with no one grape predominating; a wine that does not carry the name of any specific grape' – ""]"
varietal_wine,['generic_wine']
'people who are old collectively' – special arrangements were available for the aged,"[""'young people collectively' – rock music appeals to the young · youth everywhere rises in revolt""]"
aged,['young']
'young people collectively' – rock music appeals to the young · youth everywhere rises in revolt,"[""'people who are old collectively' – special arrangements were available for the aged""]"
young,['aged']
